city,state_id,state_name,county_fips,county_name,zips
Jackson,NE,Nebraska,31043,Dakota,68743
Standard,IL,Illinois,17155,Putnam,61326 61363
Goree,TX,Texas,48275,Knox,76363
Hayes Center,NE,Nebraska,31085,Hayes,69032
Tuscumbia,MO,Missouri,29131,Miller,65082
Wellman,TX,Texas,48445,Terry,79378
Big Island,VA,Virginia,51019,Bedford,24526
Lunenburg,VA,Virginia,51111,Lunenburg,23974 23952
Yeehaw Junction,FL,Florida,12097,Osceola,34972
College Springs,IA,Iowa,19145,Page,51630 51637
Brinson,GA,Georgia,13087,Decatur,39825
Falling Spring,WV,West Virginia,54025,Greenbrier,24966
Gary,MN,Minnesota,27107,Norman,56545
Vermilion,IL,Illinois,17045,Edgar,61944 61955
Guide Rock,NE,Nebraska,31181,Webster,68942
Nauvoo,AL,Alabama,1127,Walker,35578
Braman,OK,Oklahoma,40071,Kay,74632
Industry,CA,California,6037,Los Angeles,91748 91789 91745 91746 91744 91714 91715
Cottonwood,TX,Texas,48257,Kaufman,75158
Fort Yates,ND,North Dakota,38085,Sioux,58538
Haywood City,MO,Missouri,29201,Scott,63771
Bluewater Acres,NM,New Mexico,35006,Cibola,87323
Yellow Bluff,AL,Alabama,1131,Wilcox,36769
Egg Harbor,WI,Wisconsin,55029,Door,54209
Tappen,ND,North Dakota,38043,Kidder,58487
Matoaka,WV,West Virginia,54055,Mercer,24736
Koliganek,AK,Alaska,2070,Dillingham,99576
Capulin,CO,Colorado,8021,Conejos,81140 81124
Surrency,GA,Georgia,13001,Appling,31563
Elbert,CO,Colorado,8039,Elbert,80106
Trail Side,CO,Colorado,8087,Morgan,80701
De Smet,ID,Idaho,16009,Benewah,83824
Pine Village,IN,Indiana,18171,Warren,47975
Seaton,IL,Illinois,17131,Mercer,61476
San Jon,NM,New Mexico,35037,Quay,88434
St. Johns,OH,Ohio,39011,Auglaize,45884 45895
Garland,WY,Wyoming,56029,Park,82435
Highwood,MT,Montana,30015,Chouteau,59450
Bethel,DE,Delaware,10005,Sussex,19931
Monterey,IN,Indiana,18131,Pulaski,46960
White Mountain,AK,Alaska,2180,Nome,99784
Barnett,MO,Missouri,29141,Morgan,65011
Glendo,WY,Wyoming,56031,Platte,82213
Bulpitt,IL,Illinois,17021,Christian,62517
Oldtown,ID,Idaho,16017,Bonner,83822
Hanston,KS,Kansas,20083,Hodgeman,67849
Altamont,MO,Missouri,29061,Daviess,64640 64620
Glenfield,PA,Pennsylvania,42003,Allegheny,15143
Rollins,MT,Montana,30047,Lake,59931
Chugwater,WY,Wyoming,56031,Platte,82210
Haviland,OH,Ohio,39125,Paulding,45851
Hull,GA,Georgia,13195,Madison,30646
Alvord,IA,Iowa,19119,Lyon,51230
Stoutland,MO,Missouri,29029,Camden,65567
Grantville,KS,Kansas,20087,Jefferson,66617 66429
Samburg,TN,Tennessee,47131,Obion,38254 38232
Keensburg,IL,Illinois,17185,Wabash,62863 62852
Des Lacs,ND,North Dakota,38101,Ward,58733
Baileyville,KS,Kansas,20131,Nemaha,66404
Blanchard,ID,Idaho,16017,Bonner,83804
Garfield,GA,Georgia,13107,Emanuel,30425
Sobieski,MN,Minnesota,27097,Morrison,56345
South Salem,OH,Ohio,39141,Ross,45681
Nathalie,VA,Virginia,51083,Halifax,24577
Danville,MD,Maryland,24001,Allegany,21557
Gibson Flats,MT,Montana,30013,Cascade,59405
Koshkonong,MO,Missouri,29149,Oregon,65692
Macedonia,AL,Alabama,1107,Pickens,35461
Tenstrike,MN,Minnesota,27007,Beltrami,56683
Tokeland,WA,Washington,53049,Pacific,98590
Sellers,SC,South Carolina,45067,Marion,29592
Mosby,MO,Missouri,29047,Clay,64068 64024 64073
Oakdale,IL,Illinois,17189,Washington,62268
Torreon,NM,New Mexico,35057,Torrance,87061 87016
La Paloma Ranchettes,TX,Texas,48427,Starr,78582
Blairsburg,IA,Iowa,19079,Hamilton,50034
Belvue,KS,Kansas,20149,Pottawatomie,66407
Barkeyville,PA,Pennsylvania,42121,Venango,16127 16038
Parkersburg,IL,Illinois,17159,Richland,62452
Hallwood,VA,Virginia,51001,Accomack,23359
Westcreek,CO,Colorado,8035,Douglas,80135
Taylor,NE,Nebraska,31115,Loup,68879
La Fayette,IL,Illinois,17175,Stark,61449
Norris,IL,Illinois,17057,Fulton,61553
Amasa,MI,Michigan,26071,Iron,49920 49903
Moore,TX,Texas,48163,Frio,78057
Jacksonport,AR,Arkansas,5067,Jackson,72112
Lyden,NM,New Mexico,35039,Rio Arriba,87582
Phillipsburg,MO,Missouri,29105,Laclede,65722
Wakulla,NC,North Carolina,37155,Robeson,28377 28364
Macy,IN,Indiana,18103,Miami,46951
Lewellen,NE,Nebraska,31069,Garden,69147
Elkton,OR,Oregon,41019,Douglas,97436
Autryville,NC,North Carolina,37163,Sampson,28318
Belspring,VA,Virginia,51155,Pulaski,24058
Butters,NC,North Carolina,37017,Bladen,28320
Blodgett Mills,NY,New York,36023,Cortland,13045 13738
Edenborn,PA,Pennsylvania,42051,Fayette,15458
Hancocks Bridge,NJ,New Jersey,34033,Salem,08302 08038
Mount Sterling,WI,Wisconsin,55023,Crawford,54631 54645
Melvin,IA,Iowa,19143,Osceola,51350
Grayling,AK,Alaska,2290,Yukon-Koyukuk,99590
Kellyton,AL,Alabama,1037,Coosa,35089
Barnard,MO,Missouri,29147,Nodaway,64423
Independence,UT,Utah,49051,Wasatch,84032
Peterson,MN,Minnesota,27045,Fillmore,55962
Thompsonville,TX,Texas,48247,Jim Hogg,78361
Caney,OK,Oklahoma,40005,Atoka,74533
Big Creek,CA,California,6019,Fresno,93605 93634
Oakwood,MO,Missouri,29047,Clay,64118
Fordville,ND,North Dakota,38099,Walsh,58231
Goodlow,TX,Texas,48349,Navarro,75144
Silver Creek,MS,Mississippi,28077,Lawrence,39663
Jeff,KY,Kentucky,21193,Perry,41751 41774
Westgate,IA,Iowa,19065,Fayette,50681
Aucilla,FL,Florida,12065,Jefferson,32344
Batchtown,IL,Illinois,17013,Calhoun,62006
Burbank,OH,Ohio,39169,Wayne,44214
Cañon,NM,New Mexico,35043,Sandoval,87024
Lebanon,KS,Kansas,20183,Smith,66952
Ellsworth,IL,Illinois,17113,McLean,61737
Loachapoka,AL,Alabama,1081,Lee,36832 36865
Bienville,LA,Louisiana,22013,Bienville,71008
North Robinson,OH,Ohio,39033,Crawford,44856 44827
Ewing,VA,Virginia,51105,Lee,24248
Taylorsville,CA,California,6063,Plumas,95983
Bay Center,WA,Washington,53049,Pacific,98527
Petrolia,PA,Pennsylvania,42019,Butler,16050
Fountain,MI,Michigan,26105,Mason,49410
Trenton,SC,South Carolina,45037,Edgefield,29847
New Edinburg,AR,Arkansas,5025,Cleveland,71660
Paint Rock,AL,Alabama,1071,Jackson,35764 35776
Pittsburg,OK,Oklahoma,40121,Pittsburg,74560
Mill Shoals,IL,Illinois,17193,White,62862 62809
Broaddus,TX,Texas,48405,San Augustine,75929
Oakwood Park,MO,Missouri,29047,Clay,64118
Fishing Creek,MD,Maryland,24019,Dorchester,21634 21622
Vaughnsville,OH,Ohio,39137,Putnam,45830
Eland,WI,Wisconsin,55115,Shawano,54427
Coffee Creek,CA,California,6105,Trinity,96091
Waterloo,AL,Alabama,1077,Lauderdale,35677
O'Kean,AR,Arkansas,5121,Randolph,72449 72476
Marquand,MO,Missouri,29123,Madison,63655
Altona,IN,Indiana,18033,DeKalb,46738
Harrells,NC,North Carolina,37163,Sampson,28444
Garden Grove,IA,Iowa,19053,Decatur,50103
Lilly,GA,Georgia,13093,Dooly,31051 31092
Scotia,SC,South Carolina,45049,Hampton,29939
Blencoe,IA,Iowa,19133,Monona,51523
Providence,AL,Alabama,1091,Marengo,36748 36742
Holland,MO,Missouri,29155,Pemiscot,63853
Glen Jean,WV,West Virginia,54019,Fayette,25846
Bradley,SC,South Carolina,45047,Greenwood,29819
Bear Valley,CA,California,6043,Mariposa,95338
Meire Grove,MN,Minnesota,27145,Stearns,56352
Sugar Mountain,NC,North Carolina,37011,Avery,28604
Tyro,KS,Kansas,20125,Montgomery,67364
Iola,PA,Pennsylvania,42037,Columbia,17846
Pecan Gap,TX,Texas,48119,Delta,75469
Pine Glen,PA,Pennsylvania,42027,Centre,16845
Raemon,NC,North Carolina,37155,Robeson,28364
Summit Station,PA,Pennsylvania,42107,Schuylkill,17979
Newton Hamilton,PA,Pennsylvania,42087,Mifflin,17075 17066
Mount Cory,OH,Ohio,39063,Hancock,45868
Spillertown,IL,Illinois,17199,Williamson,62959
Frederick,SD,South Dakota,46013,Brown,57441
Dalton,WI,Wisconsin,55047,Green Lake,53926
Mitchellville,TN,Tennessee,47165,Sumner,37148 37119
Eureka,NC,North Carolina,37191,Wayne,27830
Trumbull,NE,Nebraska,31035,Clay,68980
Radar Base,TX,Texas,48323,Maverick,78852
Volga,IA,Iowa,19043,Clayton,52077
Zanesfield,OH,Ohio,39091,Logan,43311 43360
Plessis,NY,New York,36045,Jefferson,13675 13656 13691
Sugartown,LA,Louisiana,22011,Beauregard,70634 70662
Edwardsville,AL,Alabama,1029,Cleburne,36262 36272 36261
Baylis,IL,Illinois,17149,Pike,62314
Glenview Manor,KY,Kentucky,21111,Jefferson,40222
Hancock,IA,Iowa,19155,Pottawattamie,51536
Peck,ID,Idaho,16069,Nez Perce,83545
Marklesburg,PA,Pennsylvania,42061,Huntingdon,16657
Ramos,TX,Texas,48427,Starr,78584
Fulton,AR,Arkansas,5057,Hempstead,71838
Russellville,SC,South Carolina,45015,Berkeley,29479 29476
Donnellson,IL,Illinois,17135,Montgomery,62019
Burket,IN,Indiana,18085,Kosciusko,46508
Shumway,IL,Illinois,17049,Effingham,62461
Okabena,MN,Minnesota,27063,Jackson,56161
Edgar Springs,MO,Missouri,29161,Phelps,65462
Neck City,MO,Missouri,29097,Jasper,64849
Hendersonville,PA,Pennsylvania,42125,Washington,15317 15339
Cerro Gordo,NC,North Carolina,37047,Columbus,28430
Cokesbury,SC,South Carolina,45047,Greenwood,29653
Norwood,MI,Michigan,26029,Charlevoix,49720
Scraper,OK,Oklahoma,40021,Cherokee,74464
Winifred,MT,Montana,30027,Fergus,59489
Munich,ND,North Dakota,38019,Cavalier,58352
Newtonia,MO,Missouri,29145,Newton,64866 64853
Epworth,GA,Georgia,13111,Fannin,30541 30513
Montrose,IL,Illinois,17049,Effingham,62445
Eden,WY,Wyoming,56037,Sweetwater,82932
Lincolnville,PA,Pennsylvania,42039,Crawford,16438 16404
Nash,OK,Oklahoma,40053,Grant,73761
Jonesville,IN,Indiana,18005,Bartholomew,47201 47247
Woodburn,IA,Iowa,19039,Clarke,50275
Wentworth,SD,South Dakota,46079,Lake,57075
Rembrandt,IA,Iowa,19021,Buena Vista,50576
Opdyke West,TX,Texas,48219,Hockley,79336
Baileys Harbor,WI,Wisconsin,55029,Door,54202
Millersburg,MI,Michigan,26141,Presque Isle,49759
Ruthville,ND,North Dakota,38101,Ward,58703
Arthur,IA,Iowa,19093,Ida,51431
Nelson,MN,Minnesota,27041,Douglas,56355
Rosewood,OH,Ohio,39021,Champaign,45317 43318 43070
Holbrook,NE,Nebraska,31065,Furnas,68948
Port Wing,WI,Wisconsin,55007,Bayfield,54865
Woodside,DE,Delaware,10001,Kent,19943 19904 19980
Caledonia,IL,Illinois,17007,Boone,61011
Poneto,IN,Indiana,18179,Wells,46781
Munjor,KS,Kansas,20051,Ellis,67601
Mission Woods,KS,Kansas,20091,Johnson,66205
Hortonville,NY,New York,36105,Sullivan,12723 12745
Hollis,AK,Alaska,2198,Prince of Wales-Hyder,99921
Lincolnville,KS,Kansas,20115,Marion,66858
South Haven,MN,Minnesota,27171,Wright,55382
Tipton,KS,Kansas,20123,Mitchell,67485
Homer,MN,Minnesota,27169,Winona,55987
Lowrys,SC,South Carolina,45023,Chester,29706
Yolo,CA,California,6113,Yolo,95697 95695
Inger,MN,Minnesota,27061,Itasca,56636
Tonto Village,AZ,Arizona,4007,Gila,85541
Mellott,IN,Indiana,18045,Fountain,47958
Okahumpka,FL,Florida,12069,Lake,34762
Onslow,IA,Iowa,19105,Jones,52321
Gilbertown,AL,Alabama,1023,Choctaw,36908
Beecher Falls,VT,Vermont,50009,Essex,05903 05902
Kahlotus,WA,Washington,53021,Franklin,99335
Atwood,CO,Colorado,8075,Logan,80722
Dunbar,NE,Nebraska,31131,Otoe,68346
Copemish,MI,Michigan,26101,Manistee,49625
Union,NH,New Hampshire,33003,Carroll,3887
Scotland,IN,Indiana,18055,Greene,47457
Union Center,WI,Wisconsin,55057,Juneau,53968 53962
Patch Grove,WI,Wisconsin,55043,Grant,53817 53804
Edgefield,LA,Louisiana,22081,Red River,71019
Enville,TN,Tennessee,47023,Chester,38332
Haralson,GA,Georgia,13077,Coweta,30276 30229
Pittsboro,MS,Mississippi,28013,Calhoun,38951
Leota,MN,Minnesota,27105,Nobles,56128 56153
Fort Bidwell,CA,California,6049,Modoc,96112
Harpster,OH,Ohio,39175,Wyandot,43323
Callensburg,PA,Pennsylvania,42031,Clarion,16213
Beason,IL,Illinois,17107,Logan,62512
Bloomington,MD,Maryland,24023,Garrett,21523
Queets,WA,Washington,53027,Grays Harbor,98331
Winterhaven,CA,California,6025,Imperial,92283
Reader,AR,Arkansas,5103,Ouachita,71857 71726
Woody Creek,CO,Colorado,8097,Pitkin,81656 81611
Hooppole,IL,Illinois,17073,Henry,61258
Stockton,IA,Iowa,19139,Muscatine,52769
Newry,SC,South Carolina,45073,Oconee,29672 29665
Pickrell,NE,Nebraska,31067,Gage,68422
Farrell,MS,Mississippi,28027,Coahoma,38630 38614
Tomales,CA,California,6041,Marin,94971
Franklin,AR,Arkansas,5065,Izard,72536
Moscow,OH,Ohio,39025,Clermont,45153
Sheyenne,ND,North Dakota,38027,Eddy,58374
Dunn Center,ND,North Dakota,38025,Dunn,58626
Garey,CA,California,6083,Santa Barbara,93454
Breedsville,MI,Michigan,26159,Van Buren,49056 49027
Iron Horse,CA,California,6063,Plumas,96122
Iron Post,OK,Oklahoma,40097,Mayes,74352
Rail Road Flat,CA,California,6009,Calaveras,95245 95248
Wimbledon,ND,North Dakota,38003,Barnes,58492
Dwight,NE,Nebraska,31023,Butler,68635
Forada,MN,Minnesota,27041,Douglas,56308
Friendship,AR,Arkansas,5059,Hot Spring,71923
Kamrar,IA,Iowa,19079,Hamilton,50132
Allen,MI,Michigan,26059,Hillsdale,49227
Laredo,MO,Missouri,29079,Grundy,64652
Eunola,AL,Alabama,1061,Geneva,36340
Sunset,AR,Arkansas,5035,Crittenden,72364
Drakesville,IA,Iowa,19051,Davis,52552
Exeland,WI,Wisconsin,55113,Sawyer,54835
Little York,IN,Indiana,18175,Washington,47170
Steptoe,WA,Washington,53075,Whitman,99111 99174
Gilliam,MO,Missouri,29195,Saline,65330
Long Creek,OR,Oregon,41023,Grant,97856
Starr,SC,South Carolina,45007,Anderson,29684
Amador City,CA,California,6005,Amador,95601 95685
Bremen,KY,Kentucky,21177,Muhlenberg,42325 42330
West Leipsic,OH,Ohio,39137,Putnam,45856
Morganville,KS,Kansas,20027,Clay,67468
Dixie,WA,Washington,53071,Walla Walla,99329 99361
Buford,OH,Ohio,39071,Highland,45154 45171
Radnor,OH,Ohio,39041,Delaware,43066
Fort Apache,AZ,Arizona,4017,Navajo,85926
Diamond Beach,NJ,New Jersey,34009,Cape May,8260
Big Bay,MI,Michigan,26103,Marquette,49855 49808
Wawona,CA,California,6043,Mariposa,95389
Hughesville,MO,Missouri,29159,Pettis,65334
Bolckow,MO,Missouri,29003,Andrew,64427
Beattie,KS,Kansas,20117,Marshall,66406
Atmautluak,AK,Alaska,2050,Bethel,99559
Mooreton,ND,North Dakota,38077,Richland,58061
Greenway,AR,Arkansas,5021,Clay,72430
Shippingport,PA,Pennsylvania,42007,Beaver,15050 15061 15077
Herron,MT,Montana,30041,Hill,59501
Register,GA,Georgia,13031,Bulloch,30452
Du Bois,IL,Illinois,17189,Washington,62831
Brave,PA,Pennsylvania,42059,Greene,15316 15352
Sidney,AR,Arkansas,5135,Sharp,72577 72521
Tiawah,OK,Oklahoma,40131,Rogers,74019 74036
Kalihiwai,HI,Hawaii,15007,Kauai,96754
Watson,MN,Minnesota,27023,Chippewa,56295
East Waterford,PA,Pennsylvania,42067,Juniata,17035 17021
Mitchell,GA,Georgia,13125,Glascock,30820
Tedrow,OH,Ohio,39051,Fulton,43567
Study Butte,TX,Texas,48043,Brewster,79852
Verdi,CA,California,6091,Sierra,89439 96111
Bloomingdale,OH,Ohio,39081,Jefferson,43910
Prairieburg,IA,Iowa,19113,Linn,52219
Grenola,KS,Kansas,20049,Elk,67346
Negley,OH,Ohio,39029,Columbiana,44441
Elberon,IA,Iowa,19171,Tama,52225
Hustler,WI,Wisconsin,55057,Juneau,54637 54618
Megargel,TX,Texas,48009,Archer,76370
Fillmore,MO,Missouri,29003,Andrew,64449
Onaway,ID,Idaho,16057,Latah,83855
Olmito and Olmito,TX,Texas,48427,Starr,78582
Golden,MS,Mississippi,28141,Tishomingo,38847
Camden,MO,Missouri,29177,Ray,64017
Lake Tomahawk,WI,Wisconsin,55085,Oneida,54539
Northome,MN,Minnesota,27071,Koochiching,56661
Heckscherville,PA,Pennsylvania,42107,Schuylkill,17901
West Elkton,OH,Ohio,39135,Preble,45064 45070
Lopeño,TX,Texas,48505,Zapata,78564
Dell,AR,Arkansas,5093,Mississippi,72426 72315
Lequire,OK,Oklahoma,40061,Haskell,74943 74944
Gurley,NE,Nebraska,31033,Cheyenne,69141
Water Valley,KY,Kentucky,21083,Graves,42085
Saco,MT,Montana,30071,Phillips,59261
Coral,PA,Pennsylvania,42063,Indiana,15731 15748
Nashville,OH,Ohio,39075,Holmes,44661 44638 44611
Newhalen,AK,Alaska,2164,Lake and Peninsula,99640 99606
Beaverton,AL,Alabama,1075,Lamar,35544
Craig,NE,Nebraska,31021,Burt,68019
Spring Garden,AL,Alabama,1019,Cherokee,36272 36275
Stronach,MI,Michigan,26101,Manistee,49660
Cool,TX,Texas,48367,Parker,76088 76067
Locustdale,PA,Pennsylvania,42037,Columbia,17945
Minnesota City,MN,Minnesota,27169,Winona,55959
Thornhill,KY,Kentucky,21111,Jefferson,40222
Latah,WA,Washington,53063,Spokane,99018
Wren,OH,Ohio,39161,Van Wert,45899
Howard City,NE,Nebraska,31093,Howard,68820
New Cambria,MO,Missouri,29121,Macon,63558
Alligator,MS,Mississippi,28011,Bolivar,38720
Benson,PA,Pennsylvania,42111,Somerset,15935
Boxholm,IA,Iowa,19015,Boone,50223 50217 50040
Dent,MN,Minnesota,27111,Otter Tail,56528
Broughton,IL,Illinois,17065,Hamilton,62817
Millerville,AL,Alabama,1027,Clay,35072 36251 36267
Culloden,GA,Georgia,13207,Monroe,31016
Clawson,UT,Utah,49015,Emery,84523 84516
Onycha,AL,Alabama,1039,Covington,36467
Emmett,KS,Kansas,20149,Pottawatomie,66422
Hosmer,SD,South Dakota,46045,Edmunds,57448
Crane,MT,Montana,30083,Richland,59217
Eldred,IL,Illinois,17061,Greene,62027
Tse Bonito,NM,New Mexico,35031,McKinley,86515
Rantoul,KS,Kansas,20059,Franklin,66079
Broadway,NJ,New Jersey,34041,Warren,07882 08808
Worthville,KY,Kentucky,21041,Carroll,41098
Deep River,WA,Washington,53069,Wahkiakum,98638
Oljato-Monument Valley,AZ,Arizona,4017,Navajo,84536
Wing,ND,North Dakota,38015,Burleigh,58494
Franklin,MD,Maryland,24001,Allegany,21562
Franktown,CO,Colorado,8035,Douglas,80116
Homestead,MO,Missouri,29177,Ray,64024
Henderson,IA,Iowa,19129,Mills,51541
Elk Mountain,WY,Wyoming,56007,Carbon,82324
Ashton,NE,Nebraska,31163,Sherman,68817
Maysville,IA,Iowa,19163,Scott,52773
Ogema,MN,Minnesota,27005,Becker,56569
Rayle,GA,Georgia,13317,Wilkes,30660
Rossburg,OH,Ohio,39037,Darke,45362
St. Lawrence,SD,South Dakota,46059,Hand,57373
Royal Lakes,IL,Illinois,17117,Macoupin,62685
Raymond,NE,Nebraska,31109,Lancaster,68428
Wilson,WI,Wisconsin,55109,St. Croix,54027
Arctic Village,AK,Alaska,2290,Yukon-Koyukuk,99740 99722
Blockton,IA,Iowa,19173,Taylor,50836
Valley Home,CA,California,6099,Stanislaus,95361
Newberry,IN,Indiana,18055,Greene,47449
Blythedale,MO,Missouri,29081,Harrison,64426
Twin Forks,NM,New Mexico,35035,Otero,88317 88339
Winnett,MT,Montana,30069,Petroleum,59087
Mount Croghan,SC,South Carolina,45025,Chesterfield,29727
Boykin,SC,South Carolina,45055,Kershaw,29128
Dewy Rose,GA,Georgia,13105,Elbert,30634
Raymond,OH,Ohio,39159,Union,43067
Palestine,OH,Ohio,39037,Darke,45352
Port Lions,AK,Alaska,2150,Kodiak Island,99550
Bee,NE,Nebraska,31159,Seward,68314
Milton,KS,Kansas,20191,Sumner,67106
Ophir,CO,Colorado,8113,San Miguel,81426 81435
Decatur City,IA,Iowa,19053,Decatur,50144 50067
Luray,KS,Kansas,20167,Russell,67649
Helix,OR,Oregon,41059,Umatilla,97835
Minden City,MI,Michigan,26151,Sanilac,48456
Roseville,PA,Pennsylvania,42117,Tioga,16933
Crystal Bay,NV,Nevada,32031,Washoe,89451 89402
Buffalo,ND,North Dakota,38017,Cass,58011
San Cristobal,NM,New Mexico,35055,Taos,87564
Davis City,IA,Iowa,19053,Decatur,50065
Custar,OH,Ohio,39173,Wood,43511
Fort Seneca,OH,Ohio,39147,Seneca,44883
Hyannis,NE,Nebraska,31075,Grant,69350
Fairview,PA,Pennsylvania,42019,Butler,16050
Easton,MN,Minnesota,27043,Faribault,56025
Alger,WA,Washington,53057,Skagit,98229 98233 98232 98284
Maryhill Estates,KY,Kentucky,21111,Jefferson,40207
Trinway,OH,Ohio,39119,Muskingum,43842
Johnstown,WY,Wyoming,56013,Fremont,82516 82501
Garden City,IA,Iowa,19083,Hardin,50102 50230
Broadview,MT,Montana,30111,Yellowstone,59015
Crouch,ID,Idaho,16015,Boise,83622
Rudyard,MT,Montana,30041,Hill,59540
Funk,NE,Nebraska,31137,Phelps,68940
Hardwick,MN,Minnesota,27133,Rock,56134
Gainesville,AL,Alabama,1119,Sumter,35464
Danbury,NC,North Carolina,37169,Stokes,27016
Ratcliff,AR,Arkansas,5083,Logan,72951
San Simon,AZ,Arizona,4003,Cochise,85632
Offerle,KS,Kansas,20047,Edwards,67563
Amberg,WI,Wisconsin,55075,Marinette,54102
Howard,OH,Ohio,39083,Knox,43028
Latty,OH,Ohio,39125,Paulding,45855
Elk Creek,CA,California,6021,Glenn,95939
Nelson,MO,Missouri,29195,Saline,65347
Ensign,KS,Kansas,20069,Gray,67841
Wynot,NE,Nebraska,31027,Cedar,68792
Grayridge,MO,Missouri,29207,Stoddard,63846 63850
Sugar Bush Knolls,OH,Ohio,39133,Portage,44240
Medon,TN,Tennessee,47113,Madison,38356
Nageezi,NM,New Mexico,35045,San Juan,87037 87413
Buckhead,GA,Georgia,13211,Morgan,30650 30625
Glenwood,AL,Alabama,1041,Crenshaw,36034
Alpine,OR,Oregon,41003,Benton,97456
Metaline,WA,Washington,53051,Pend Oreille,99152
Middle Village,WI,Wisconsin,55078,Menominee,54135 54150
Beaman,IA,Iowa,19075,Grundy,50609
Choptank,MD,Maryland,24011,Caroline,21655
Whiting,KS,Kansas,20085,Jackson,66552
Carney,MI,Michigan,26109,Menominee,49812
Calpine,CA,California,6091,Sierra,96124
Dune Acres,IN,Indiana,18127,Porter,46304
Slick,OK,Oklahoma,40037,Creek,74071 74010
Cowgill,MO,Missouri,29025,Caldwell,64637
Hebron,WI,Wisconsin,55055,Jefferson,53538
Woodland,AL,Alabama,1111,Randolph,36280
Banner,IL,Illinois,17057,Fulton,61520
Mina,NV,Nevada,32021,Mineral,89422
Macksburg,OH,Ohio,39167,Washington,45746
Hebo,OR,Oregon,41057,Tillamook,97122
Frost,MN,Minnesota,27043,Faribault,56033
Layton,FL,Florida,12087,Monroe,33001
Deer Creek,AZ,Arizona,4007,Gila,85541
Proberta,CA,California,6103,Tehama,96035 96080 96078
Fountain N' Lakes,MO,Missouri,29113,Lincoln,63362
Cleveland,IL,Illinois,17073,Henry,61241
Weldona,CO,Colorado,8087,Morgan,80653
Green Bank,WV,West Virginia,54075,Pocahontas,24915 24944
Conception Junction,MO,Missouri,29147,Nodaway,64434
Columbia,NJ,New Jersey,34041,Warren,7832
New Grand Chain,IL,Illinois,17153,Pulaski,62941
Warba,MN,Minnesota,27061,Itasca,55793
Copper City,MI,Michigan,26061,Houghton,49917
Greenbush,VA,Virginia,51001,Accomack,23357
Bald Head Island,NC,North Carolina,37019,Brunswick,28461
Los Cerrillos,NM,New Mexico,35049,Santa Fe,87010
Comanche Creek,CO,Colorado,8005,Arapahoe,80136
Modoc,IN,Indiana,18135,Randolph,47358
West Sunbury,PA,Pennsylvania,42019,Butler,16061
Barnum,IA,Iowa,19187,Webster,50518
Bellerive Acres,MO,Missouri,29189,St. Louis,63121
Centerville,MO,Missouri,29179,Reynolds,63633
Mokane,MO,Missouri,29027,Callaway,65059
Butlerville,IN,Indiana,18079,Jennings,47223
Valley Head,WV,West Virginia,54083,Randolph,26294
Camargo,OK,Oklahoma,40043,Dewey,73835
Michiana,MI,Michigan,26021,Berrien,49117
Deaver,WY,Wyoming,56003,Big Horn,82421
Edinburg,ND,North Dakota,38099,Walsh,58227
Doland,SD,South Dakota,46115,Spink,57436
Kline,SC,South Carolina,45011,Barnwell,29812
Fort Bridger,WY,Wyoming,56041,Uinta,82933
Atlanta,KS,Kansas,20035,Cowley,67008
Arlington,IL,Illinois,17011,Bureau,61312
Thor,IA,Iowa,19091,Humboldt,50591
Bendon,MI,Michigan,26019,Benzie,49643
Sayner,WI,Wisconsin,55125,Vilas,54560
Riverview,AL,Alabama,1053,Escambia,36426
Gravity,IA,Iowa,19173,Taylor,50848
Mulkeytown,IL,Illinois,17055,Franklin,62865
Gilboa,OH,Ohio,39137,Putnam,45875
Leona,TX,Texas,48289,Leon,75850
Blacksville,WV,West Virginia,54061,Monongalia,26521
Watson,AR,Arkansas,5041,Desha,71674
Kennedy,MN,Minnesota,27069,Kittson,56733
Loch Arbour,NJ,New Jersey,34025,Monmouth,7711
Brookhurst,WY,Wyoming,56025,Natrona,82636
Port Costa,CA,California,6013,Contra Costa,94569
Iron Belt,WI,Wisconsin,55051,Iron,54536
Amoret,MO,Missouri,29013,Bates,64722
Nespelem Community,WA,Washington,53047,Okanogan,99155
Maple Grove,MI,Michigan,26019,Benzie,49650
El Combate,PR,Puerto Rico,72023,Cabo Rojo,622
Winthrop,AR,Arkansas,5081,Little River,71866
Dudley,PA,Pennsylvania,42061,Huntingdon,16634
South Carrollton,KY,Kentucky,21177,Muhlenberg,42374 42330
Tygh Valley,OR,Oregon,41065,Wasco,97063
Dale,OK,Oklahoma,40125,Pottawatomie,74851
Gerrard,CO,Colorado,8105,Rio Grande,81154
Stockett,MT,Montana,30013,Cascade,59480
Kokhanok,AK,Alaska,2164,Lake and Peninsula,99606
Cambridge,KY,Kentucky,21111,Jefferson,40220
Barnesville,MD,Maryland,24031,Montgomery,20838
The Rock,GA,Georgia,13293,Upson,30285
Point Isabel,IN,Indiana,18053,Grant,46928
Crane,IN,Indiana,18101,Martin,47522
Elko,SC,South Carolina,45011,Barnwell,29826 29853
Walton,NE,Nebraska,31109,Lancaster,68520 68461
Brant Lake South,SD,South Dakota,46079,Lake,57016
Dorrance,KS,Kansas,20167,Russell,67634
Braxton,MS,Mississippi,28127,Simpson,39044
Anawalt,WV,West Virginia,54047,McDowell,24808
Van Voorhis,PA,Pennsylvania,42125,Washington,15366
Shambaugh,IA,Iowa,19145,Page,51632
Shelly,MN,Minnesota,27107,Norman,56581
